,323_CT,381_CT,398_CT,382_CT,397_CT,485_CT,486_CT,487_CT,488_CT,489_CT,490_CT,491_CT,492_CT,494_CT,496_CT,497_CT,498_CT,499_CT,500_CT,501_CT,472_CT,459_CT,323_LT,381_LT,398_LT,382_LT,397_LT,489_LT,496_LT,472_LT,459_LT
Q16577,0.268152237,-0.127949663,0.823040575,0.82085029,2.220932376,-0.64659629,0.132640611,0.171684847,0.481121721,-0.211162114,-0.11414066,1.404923764,0.012753456,-0.246752885,-0.087657974,-0.115235232,0.447886452,0.149575172,-0.044758428,-1.105640766,0.886028993,2.985600319,-0.110673849,-3.90833422,-0.296378349,0.288439992,-0.150442999,-0.323191311,0.049177665,0.952449036,0.871119415
Q16585,2.520515243,0.39238307,-1.118412405,1.856702217,-0.561229737,0.414748266,0.585229029,-0.837652687,-0.276518421,0.192779182,-0.439706341,-0.200773493,-0.116194661,1.100009632,-0.568442284,0.408056163,0.191704542,0.276977425,0.537755944,0.034288925,0.693746596,-1.302809837,-2.944315169,0.261719582,-0.430035217,-0.676614828,0.636398661,0.698357318,-0.261769736,-0.856359999,2.136334291
Q16643,0.199240922,-0.92712673,0.755686684,-1.268874741,-0.421981124,-0.967127178,-1.180492267,0.173622601,0.927090414,-0.849796389,-0.177647447,2.280279076,0.664343362,1.46280459,-0.118091435,-0.410584911,-0.44625801,-0.155498208,0.734508696,1.917474807,0.284074092,-0.284685151,0.120506498,-1.798817078,-0.284243623,-1.270258202,-0.155030015,-1.280870394,-0.125204076,0.259694322,0.226533087
Q16647,0.656150096,0.819723347,-0.551743039,0.430414065,0.171338619,-0.548351189,1.296038365,-1.58385832,-1.513295916,-1.304599273,-1.3098813,0.9168426,-0.978078372,1.143253879,-1.019770104,-0.930922547,0.840784892,-0.416026644,1.334220929,-1.348615551,1.056028896,-0.276560116,0.902177146,-0.314087881,-1.16732425,0.999402296,1.388461059,-0.2098842,0.27851474,0.12993551,-0.365223145
Q16651,0.019266632,-0.788499791,0.484121974,0.186617383,-0.016292065,0.832956153,-0.536987673,0.493903384,0.235444811,0.708267634,0.483555817,-1.179011288,1.238381146,0.592812587,-0.707054183,0.766676638,-0.704628063,0.942106078,-0.355908612,0.105218371,0.899875838,1.470506696,-0.104619175,-0.928921623,-0.027343409,0.204365102,0.275139829,0.416286952,-0.085590724,0.068519772,0.567033746
Q16658,-0.169352013,0.812701283,1.672101754,-0.059211986,-0.962257333,0.356052898,0.063649289,0.519803752,0.539137282,-1.31146525,-0.187407953,0.735758969,1.693287872,-1.213683165,-0.765776774,-0.119461155,0.908596628,0.149675988,0.445609819,0.510583001,0.031289123,-0.472025375,-2.825425733,-1.081902688,2.613535674,-1.007500941,-0.983974044,0.311361436,0.406830658,-0.025329586,-0.898114131
Q16666,0.110879389,-0.085487915,-1.084139257,-1.089503583,-1.595251709,1.290548501,0.794146619,0.544607689,-0.663544467,-0.947689033,0.273824103,0.560338217,-0.750164582,-0.687292197,0.107231172,0.221136661,0.159892953,0.091001532,0.104848295,-0.433368355,0.908052353,0.054491188,2.573303424,0.643931582,-1.077038537,1.206731802,2.487852402,-0.35257032,0.137613077,-0.882884173,-2.009890641
Q16706,0.283294494,-0.910108491,-0.749639165,0.464436738,0.039812799,-0.850582928,0.209370392,0.123443016,0.029734104,0.668008157,0.211590652,2.03062762,-0.33364103,1.922424046,-0.212460494,0.17225845,0.070982236,0.319136133,-0.378050769,-0.310883217,1.338067558,0.961487666,0.03577855,-0.229817489,-1.14528032,-0.379709453,-2.72800396,-0.020257699,-0.591623039,-1.876555071,2.150444803
Q16719,-0.475059701,-0.29123043,0.23971638,-0.100880339,-0.118094009,-0.205734862,0.364146582,0.373519887,-0.78433176,-0.778705463,-0.080327218,-0.107917204,-0.750886301,-2.048698642,2.480403431,0.353037637,-0.086604651,0.555922688,0.771669879,-0.134122392,-0.524292901,1.654931006,-0.278529799,-0.491677878,-0.175761337,0.169128456,0.050631628,0.086077936,3.02675638,-0.366841409,0.396354958
Q16740,-1.287394699,2.176196056,1.6868194,2.575868404,0.20841561,-1.020618031,0.479538077,-0.086802861,-0.11313714,-1.298855689,-0.077996378,-0.994848512,-0.836028616,1.2053387,-0.790117848,-0.347285652,0.749155839,0.112023682,-0.601469748,-1.327768727,-0.2994346,-0.352674135,-1.138379989,-1.630232343,1.093040439,1.596428609,-0.17952181,0.222608499,-0.711742201,-0.781051113,0.547780105
Q16762,-0.390093074,0.190897428,0.020918496,0.629775626,0.95515104,-0.071500389,-0.100497694,-0.082607165,-0.095580224,1.176824345,-0.036847174,-1.245312591,-1.431598237,-2.408855003,0.174545442,0.775541329,-0.130280647,1.047154081,-0.424130366,-0.462289548,-0.178213225,1.198000906,-1.128126991,-2.032414642,-0.250773721,0.404312093,0.619653201,1.712341608,1.158259708,-0.885772957,0.102670848
Q16763,0.870116848,-0.137698458,0.430940835,0.409633745,0.018888498,0.48562076,0.66383269,-0.224500776,-0.707106781,-1.243213074,0.855606783,-1.757160252,-0.769595537,-1.39671208,-1.343239591,0.628592625,0.707106781,-0.148783531,-1.86323083,-0.286510108,-0.527704728,0.511252135,0.836710404,-0.531554876,1.048391109,2.394468141,-1.020861666,2.13582176,0.720557703,-0.708320968,0.161050411
Q16769,1.172464126,-1.079440452,-1.032834846,-0.525153505,0.30815367,1.243866475,-1.817724898,0.931080169,-0.434273426,0.17371433,0.158621998,0.086381432,-0.602490131,-0.353875582,-0.390094108,-1.069399621,1.780733246,0.284608637,-0.070901172,-0.03979156,0.665887262,-0.69976076,-1.08795636,-0.629328314,-0.307676941,1.646897774,0.690945783,0.010159966,-1.018961785,0.960435232,0.9703412
Q16777,0.38667002,1.308779962,0.858583513,-2.0387161,0.767866178,1.165122161,-0.053742066,0.629463674,-1.029305077,0.221960842,-0.105927939,-0.191668343,0.533356384,-0.312397703,0.892962829,1.313526555,1.06470288,0.549317362,1.767723329,-0.032802094,-0.423737002,-0.087670264,-0.024008446,-1.288907617,0.95364909,1.281967012,1.541180678,-0.678621013,-2.169785061,-0.87348659,1.09482504
Q16795,0.426315045,-0.687876336,-0.231792105,-0.147303192,-0.117515784,-0.102435324,0.690281689,0.820882166,0.197294865,0.894291634,-1.42367347,-2.280391257,0.993828687,-0.193368671,0.251742235,0.289329108,-0.594198394,0.332374916,-0.427867449,-1.558827832,1.94478141,1.068156524,-0.134993306,0.241763826,-1.384284744,-1.092660129,-0.120651874,-0.454706337,-0.426876579,1.795877307,2.376632012
Q16798,1.975085824,-0.348177664,-0.662350418,0.653730003,1.339912456,-0.838554416,0.774112458,0.137014056,-0.162640941,-0.559116575,-1.238490462,2.546662307,-0.167030608,-1.241795453,0.113341638,0.064508029,0.986830274,-0.182945186,0.507937034,-1.184019938,-0.213079498,0.149429735,-0.991707434,-0.791403705,1.79387715,-1.79791671,0.325712381,-1.899514038,0.992864055,0.588300716,0.512098045
Q16799,-1.818736767,-0.627400718,-2.150794477,-0.022210959,0.380659706,-0.605455738,-0.403103162,0.94193326,0.046885827,-1.69754179,0.274520806,2.04703462,1.363549351,-0.026535647,0.049524315,0.051501055,0.038070491,-0.421597559,0.422022498,-0.050312776,-1.097915058,-0.665369197,-0.197575497,-1.08867475,-0.293563678,1.638532298,1.313100616,0.72822521,-0.389929407,-0.535402719,0.76893958
Q16831,0.141445902,-0.465247046,2.485327169,1.248383598,0.18408558,0.305653923,-0.143871249,0.342934159,-1.227425557,0.626748449,-0.127374413,-0.207085691,0.840924597,0.136941575,-0.593088178,-0.10499675,1.451293532,0.16527304,0.02535065,0.010008473,1.356973525,-0.582337673,0.21455335,-0.305936409,-1.007603632,0.147841016,2.733596276,0.464214811,-0.347816223,0.096804069,0.196934398
Q16851,-0.398289772,0.355139662,-0.574959459,0.142276803,0.849555653,0.089845835,-0.990799964,-0.809321804,-1.050350328,0.846608056,-1.012923835,0.314901235,-0.455187824,-1.51121522,-0.715871101,0.520265791,0.951691998,0.123767646,-0.453818859,0.931867946,-1.363405012,-0.159054397,-0.210392188,-1.370399032,-0.160684904,1.259451264,-0.28647099,2.168063304,1.519271049,-0.426636632,0.411367743
Q16853,-1.651026864,1.814592497,0.550657616,-0.250114025,0.922201906,0.525448155,-0.804658017,0.377552553,-0.477919287,0.567040373,-0.679018778,1.711414949,-0.666624077,2.3382987,-0.589298546,0.554164777,0.808369225,-0.382262784,0.917086895,-0.540847077,1.437396515,0.822904088,-1.595990437,0.191836699,-0.49548306,-0.43035966,-1.028414496,-0.726830823,-0.991057614,-0.831173069,-1.268575547
Q16880,-0.088025266,-0.146128015,-0.036219782,-0.547420896,-1.11142554,1.648223987,-0.59794229,0.653723534,0.377429608,-0.452564904,0.132250303,0.713393799,-0.300691355,1.18144318,-1.315381306,-2.165277434,-1.009946451,0.577972071,-0.425776911,0.642617774,0.379169062,-0.040352141,-0.066309328,-0.040471509,0.735870429,-0.542433978,-0.969985696,2.270123316,0.85048816,0.766154679,-0.316692241
Q16891,0.969735643,0.01037218,-0.197803984,1.824177415,0.224901192,-0.638629367,0.786900564,0.016770112,0.211944026,0.279305532,0.35207837,-0.311706997,-0.357464153,-0.775915171,0.284252419,0.164480394,0.379439641,0.198068427,0.682205751,-0.017074414,-0.780481983,0.860082664,-1.549471208,-3.730851187,0.440048108,0.593160983,-1.659057103,0.020738856,-1.170222037,0.367281666,1.03057242
Q1ET65,0.735098955,0.303956977,0.306351923,0.961755335,0.593431295,-0.931787193,-0.066080532,0.510961001,-0.461924342,1.215776963,-0.33021734,-1.98902855,0.910471991,-1.058569544,0.615820515,0.583547847,-1.260059075,0.573093069,-0.021199986,-0.980561354,1.592299788,0.991077098,0.98953144,-3.314456681,0.279554125,-0.302174068,0.020475508,0.426214421,-0.712423327,1.091538116,-0.52673723
Q1KMD3,-0.538103575,-0.933509927,0.10855348,0.074533499,0.343211907,0.789460752,0.69127578,0.25870474,1.487722929,-0.735295851,0.6289679,0.104223161,0.317762882,-0.687198421,0.847896299,0.228041381,0.24475597,0.340334671,0.509847754,0.370257823,-0.478623296,0.060733403,-0.819195062,-4.325038491,0.330778833,-0.104053958,-0.372117422,-0.538296488,0.411135536,-0.155859314,2.009377948
Q1MW39,0.230722871,-1.179481449,-0.09453447,-0.219656507,0.187626638,1.969625805,0.008566711,1.407062357,-0.152439932,-3.040927383,-0.379970267,-0.956056695,0.044565593,-0.006007396,0.121289053,-0.019816264,3.175685192,-0.16886502,0.854479289,0.889299662,-0.728139743,-0.122082563,-0.37768918,-1.720895164,-0.051666398,-0.311630158,-0.131746939,-0.320137486,0.584383178,0.015906538,-0.371387609
Q1RLN5,1.191353797,-0.203024921,0.347496913,0.809225391,0.791896879,-1.481043003,0.404586445,-1.384990979,-1.295859575,-0.137286251,0.1591054,-1.653232479,0.392274798,0.308070987,1.772303509,0.247872588,0.612170224,-1.31526732,-0.891043703,1.49057734,-1.402099813,-1.567543892,0.116352927,0.219394403,0.091661543,-0.157086421,-0.527234316,0.556141211,1.761411436,0.618682615,0.138143073
Q1W6G4,-0.707993326,0.097830958,1.878180823,0.154691736,0.292347932,-1.501511457,-1.555906466,-0.682185824,-1.725975903,0.464290143,-1.597875879,-0.023673003,-1.340564922,0.471389621,1.303225901,-1.834206372,-0.801859702,0.709170855,2.055845127,-0.315461346,-1.067483785,-0.036139974,0.106884863,-0.753259402,-0.455566683,-0.211717851,1.638537684,-0.010566566,-0.086661746,-0.000457444,0.462245513
Q27J81,-0.008380634,-1.405596379,1.685607072,1.522001652,-0.027599085,0.059587078,-0.778657788,1.59435767,-0.560789475,1.240161557,-0.817628722,-0.093235176,-0.288244608,-0.968118256,0.42678822,-0.436933308,0.657075769,0.659900485,-0.569722599,1.687796464,-2.81213454,-0.38369748,0.1104295,-1.884535245,0.117136883,0.724805131,-0.300908515,0.192389304,-0.505338053,-0.175208855,-0.26080639
Q29818,0.949214464,-0.460697899,0.568781918,-0.320594422,-0.323612416,0.517947179,-0.28657064,-1.846342769,0.312909742,0.422209206,0.645978404,-0.394169251,1.028257045,0.860345147,-0.173796239,0.377053482,0.504024002,0.25167408,0.536784928,0.757173354,-2.120445106,0.048083645,0.550965119,0.681491316,-1.444153364,0.20900427,0.009158197,0.751858489,0.844314054,-1.286008426,-3.206057947
Q2L6I0,-0.047319843,-0.837931781,0.276974479,-1.240059008,0.096764852,-0.425897192,-0.723116893,-0.609809775,-0.457379169,0.554354545,0.12381656,-1.511211399,1.517865991,1.855695205,0.037104297,-0.544894267,-1.230118112,-0.35020545,0.734561136,-1.043638417,-0.296091964,0.611793347,0.04820738,0.798907943,-0.696914621,0.969923899,0.725615421,1.485070925,-0.251420035,-0.094902765,-0.146661151
Q2M2I3,0.106184919,0.762513404,-0.997542053,-1.537011202,0.873184063,-0.763482544,-0.233761485,-0.035288703,0.292125318,0.486315877,-0.013006819,2.054780096,-0.079309998,-0.080455156,-0.49999347,-0.177696285,-0.388729544,0.267945361,0.419398039,0.586136164,0.970510454,0.566073854,0.02576889,-0.338463639,0.464704144,1.706559962,-1.295477792,-1.239034015,-0.495277587,0.411293545,0.475921655
Q2M3R2,1.079604027,0.948459676,0.956925456,1.107366689,0.874229406,0.132768981,-1.016776112,1.352029466,-0.262412473,-1.141680739,-0.550361998,0.591045718,-1.218599219,-0.332701935,0.547370072,1.582656296,-0.500531419,-0.598354026,0.284804577,1.007997384,0.596671091,-1.454527905,-0.101337807,-0.946584828,-2.533720636,-2.325836109,1.359302722,-0.083500559,-0.233091157,-0.821281811,1.872876079
Q2M3V2,0.147798916,0.963192079,0.322664191,-3.324972343,-0.172867808,-0.660247561,0.022603258,-0.350124425,-0.268059655,0.170225261,-0.31395458,0.210289206,-0.754261306,0.993831775,-0.152984332,-0.3469252,0.568290068,2.102335345,0.043525846,0.977697044,1.123916856,-0.255191794,-0.189233859,-1.275688564,0.701706913,1.048839038,2.632731308,-0.110336779,-2.453331725,-0.529821757,-0.422976689
Q2NKX8,1.18026118,0.247029173,0.660327675,-0.496196051,1.043343336,1.067534484,0.622869246,-0.014119951,1.205256187,0.947027048,0.273907232,0.912087288,0.77511889,-0.994230728,-0.030033061,0.058060565,0.138899648,1.266972095,-0.296781409,-0.186416239,0.11605305,-0.006674751,1.10038588,0.380028445,-1.639757929,-1.782114456,0.522704349,-1.396844345,-0.037000198,0.88599394,-1.487491836
Q2NL82,0.919930927,-0.250339325,0.004333655,-0.491640775,0.775258088,-0.322797198,0.419247915,0.009910042,-0.154341043,-0.492295866,-0.148105914,-1.025123774,0.048974347,-0.545855286,-0.142716715,-0.509810514,-0.232991081,-0.145020133,-0.274380758,-0.999085335,-1.359504289,2.7840137,0.831336262,-0.590145516,-0.255163045,-0.341449633,0.189588039,0.03040351,-0.1776273,-0.163836822,3.59871186
Q2NL98,1.245765251,-1.09848645,0.277253303,0.29407817,-0.42225625,0.48449941,0.515473871,0.372683053,1.052799457,-0.1978095,0.030484236,-0.81168522,0.725376923,-0.066763499,0.526245863,-0.160282136,0.153706389,0.041011433,-0.008838208,-4.054182198,0.156609485,1.32382226,0.056876225,0.661071336,-0.862996589,-0.349104659,-0.185185245,0.851561775,0.469383951,-0.766830013,-0.983198763
Q2PPJ7,-1.596285151,-0.497631154,1.144799184,-1.04759069,0.532573344,-0.009781289,1.154317152,-0.158555779,0.282937616,-0.118926836,-1.327044232,-1.012618615,0.197077308,0.877484462,0.523456919,0.206779198,-0.225086387,-0.782616168,-1.270181603,0.674185208,1.479080128,-0.307800538,-0.657923299,2.172518698,0.540205544,-1.022894795,0.863798062,-0.006572426,-1.100549667,1.650966364,-2.122295318
Q2TAA5,0.876797463,-1.519623718,-0.040537922,-0.927260808,-0.970360427,-0.259441218,0.364115503,-0.769833867,1.389936273,0.277250434,-0.110045034,-0.671742656,0.029660567,0.815172648,0.713902165,0.788101987,0.137254516,-0.579783678,-2.157977104,0.097063758,1.257323995,1.778422911,-0.089573918,-0.370896653,-0.195313856,-0.156357604,-1.122946207,0.302222751,2.797288472,-0.744018089,0.77341648
Q2TAB5,-0.76282308,1.14553016,-0.236997233,-0.603756432,0.836007372,0.391163628,-0.549307035,0.592483447,-1.181861722,0.319683078,-0.599076838,-1.098673625,-0.287092263,2.421330982,-0.364699782,0.069343759,-0.083550309,-0.109099671,-1.125755005,-0.147586362,1.396726923,-0.108690384,-0.163222333,0.784948347,0.315394388,0.466394058,-0.062876112,-3.295916256,-0.581306677,-0.54440871,0.876819679
Q2TAM5,0.136245727,-0.647280053,0.826514872,0.448923143,-1.299331097,-0.711533718,0.674893446,0.377743715,0.556188689,-0.5877434,0.745177574,0.678756305,0.024310157,0.438919902,0.136720731,-0.431372782,0.564869348,-0.19717461,0.231753119,-0.081524375,1.602565537,1.337338526,-0.782515385,-3.875380217,-0.779399648,0.505966029,-1.594907217,-0.883783666,0.537738782,1.078676772,0.119423535
Q2TB10,-0.008584501,-0.957127358,0.030507814,2.156169522,-0.139677196,0.210451097,2.52654863,0.269212209,-1.086426727,-0.53255504,0.26907729,-0.698795604,-0.412422117,-1.328866713,-0.391724527,0.799716812,-0.129542372,-0.061583926,0.452091754,-0.139272146,1.708622698,-1.59434066,-0.472423112,-0.760742425,3.073448358,-0.258947793,0.255709021,-0.114324341,-0.535747992,1.761086852,-1.214848127
Q2TU34,-0.996011608,-0.367365169,0.181718282,-0.478739783,-0.322800219,0.174190598,-0.38527225,-0.457193988,-1.932786423,0.027124859,-0.703268859,0.046807603,-0.489760446,-1.947396821,0.080251896,-0.332765994,-1.830482618,0.224902704,-0.343792439,-0.323917229,-0.362420321,0.865220031,0.079427935,0.003800201,-0.61046721,1.045219148,0.173182769,2.405333911,1.968841388,0.76712756,0.498769856
Q2TU73,-1.135542938,-0.617837427,0.297983318,1.387577379,0.329568652,0.982141159,0.802674478,-0.1741757,-0.26977274,-0.225299227,-0.252656914,0.998362166,0.178323656,-0.673248001,-1.763396993,-0.306346711,-1.016949899,1.937971247,0.081460377,0.737068583,0.799702353,-0.500802085,-2.54272018,-1.241570052,-0.347800221,-0.471741042,1.074268547,0.03480874,1.286352903,-0.703313719,0.33584187
Q2UY09,1.394330776,-0.246824114,1.75696434,1.033021032,1.221750199,-0.047440541,-0.654957699,-0.383576033,-0.250565006,-0.017359524,-0.134039357,-0.487181375,-0.205230072,-1.589702043,-1.581266774,-0.27331202,-1.691789964,-1.159354425,0.352352991,-1.315806248,-0.641887766,-0.200169021,1.291519049,0.395481099,1.650262746,1.13858091,1.57643099,-0.395248476,-0.883630706,1.352957268,-0.594667416
Q2WGJ9,-1.730160659,-1.461687262,-0.033762267,0.036685115,-0.373018586,1.54025699,0.773447311,0.215093498,-1.43268465,0.888209749,0.880585219,1.514167583,0.868613863,-0.65018784,-0.230321976,0.787736187,0.758410093,0.492106909,3.104556598,-0.574727312,0.538185304,0.256956199,-0.847641485,-0.978165779,0.941285471,-0.071035384,-0.306177424,-1.196896032,-0.382679013,-1.051610203,0.136694822
Q30097,-0.758863747,0.805348909,-2.402318461,-0.392127651,-0.179195384,0.462436616,0.146120454,0.114589451,-0.498061061,-0.127947401,0.720312753,1.107548215,-0.243829403,-0.690881999,0.593580381,0.642507948,-0.127528393,0.244999606,0.557675359,0.788771026,-0.952890829,0.333453719,0.429535441,1.243582575,0.709646692,0.630094986,-4.591411664,0.47796997,0.410264463,-0.005130373,-0.216191355
Q30098,0.348839956,-1.415021021,0.729033763,0.373108901,-0.707492492,-0.707106781,-0.763702092,0.317565871,-0.604407685,0.436090791,0.707106781,-0.846569891,0.632600094,-0.399375316,0.549693234,-0.259860687,0.605587926,0.279657199,-1.339833517,-0.432418237,0.795969631,-0.16025303,1.193446661,-1.306850416,-0.358451737,-1.800973886,0.610095625,-0.634640133,0.956590322,0.019908543,-1.76871448
Q32P28,-0.488069321,-0.86105852,2.476011974,2.329751847,0.008198088,-0.148740379,-0.181562976,-0.674675784,-0.250622858,-0.613183954,-0.086843354,0.242219262,-0.144287986,-0.42753119,-0.404402848,-0.580293744,-1.143383511,0.11357491,-1.018311497,0.272260583,-0.331450668,-0.357624256,-0.794097111,-0.31505795,2.792980404,2.534906951,0.38636445,-0.307875307,-0.343219236,-0.262077758,-0.473832587
Q32P41,0.122359541,0.416543752,-0.755159239,-0.617725732,-1.444640506,-0.486211439,0.372275181,-0.642551237,-0.155618546,-0.359387756,-1.070625858,-0.381218226,-0.030544783,-1.734302631,0.72310222,0.724570776,-0.399863435,-0.582404888,-0.387236221,-1.217039598,0.733090949,1.576466604,0.359138123,0.377297274,0.092050883,2.42478594,1.294980959,1.411207951,0.871803222,-1.099854979,1.885462933
Q32Q12,0.580043882,-1.224732371,0.497874103,0.584256061,-0.375195364,0.452471594,1.027654351,0.610390209,1.014312165,-0.321917363,0.231524536,-0.34447078,0.236104315,-0.578315293,0.56567902,-0.097288292,0.104615271,0.408339249,0.096311585,-1.271291859,1.841172204,1.590604552,0.017903082,-3.936640059,-0.876410197,-0.783679461,-0.287443631,-0.257132804,-0.222696716,0.308697505,1.087627009
Q3B726,0.336397477,-1.710117766,-0.398160476,-0.50953457,-0.373002937,0.279159138,1.159818163,-0.550019679,-0.108958015,0.474222791,0.714245072,-0.436951004,0.971056889,0.491534397,2.518745934,-0.007873494,0.195002334,-1.350196913,-0.1307366,-1.239855909,1.659271545,-0.820775501,-1.118095784,1.910320312,-0.758139774,-1.055400237,0.589049519,-0.199121391,0.728264691,2.010661274,-0.654378692
Q3B7J2,0.067782661,0.610438509,-0.413276634,0.235081921,-0.10209389,0.115816398,0.830463603,-0.405629931,-0.13429362,0.06155742,0.468302457,-0.794800332,0.604364479,-0.249460223,0.079680056,0.072874583,0.537274735,-3.66012169,0.391478001,0.612848534,0.423910169,0.125865132,0.115863514,0.199310933,1.410390593,-0.324779157,-0.140277753,1.258377374,0.755682309,2.669534464,1.605463049
Q3KQV9,-0.875509769,-1.495045485,0.103220937,-1.595824141,0.406047356,1.462451095,2.782446378,0.955737901,-0.353287137,-0.111207916,-0.008631346,1.448315476,0.105291804,0.475695935,-0.276208132,-1.64764758,-0.246250899,-1.924782866,-0.385663736,0.850836986,-0.573004419,0.510207363,-1.088768182,0.467222087,0.6474761,0.661835469,0.351510246,0.204964616,0.042617623,0.728276238,0.701184245
Q3KRB6,0.805244941,0.061900486,0.009209159,-0.809371347,-0.976161455,-0.529219282,0.517481233,0.410475333,-0.080658756,0.602277912,0.482543535,-1.228961535,-0.133866003,0.930881431,0.718441577,-1.078845051,0.528356957,0.11671179,-0.013276614,2.643536284,1.243344306,-2.485638506,0.48622966,-2.353555627,-0.127949737,0.217944218,-0.017314513,-0.306172132,0.240991551,-0.016609716,-1.782279418
Q3LAA7,-0.874841864,1.097494768,0.810207698,0.537243667,1.908342152,1.064265291,0.381215084,-0.684390205,-0.415898067,-0.669716898,0.124746238,0.33321621,-0.015225654,-1.256521612,-1.029749605,0.683593995,-0.277404278,-0.458190725,-0.60775011,1.075644426,0.437106833,-0.47616418,-0.253605321,-0.666216436,-0.481514572,-0.110498474,-1.141077502,-1.185936412,0.468651304,0.36543545,0.950319963
Q3LAB6,0.26059225,-0.742524382,0.120442497,-0.598053775,0.316478219,0.397915566,0.084174536,-0.822432174,-2.639199485,-0.305390004,0.177983364,0.988616848,-1.007923305,-0.412497905,0.405658808,0.91871906,-0.454624331,0.258618173,1.120467864,1.34513964,-0.476620807,-0.434233319,1.771015456,0.744615344,-0.502247375,0.083005428,0.058700295,0.705346691,0.17181711,0.435804709,-2.130612105
Q3MIR4,0.679823823,0.550549329,0.168465976,-0.471559922,1.722863814,0.429672445,-0.053743516,-0.445315168,-0.072822012,1.09187729,-1.829516669,-0.283931525,0.226032882,-2.810968854,-0.607903104,0.865819717,-0.700335625,0.770819471,-1.335636735,1.710531811,0.366729108,-0.534138805,1.529968659,0.560293096,0.542630922,0.893558775,-0.838155105,0.198857787,0.240692267,-0.699874589,0.333538478
Q3SY84,-1.676801395,0.718571689,0.577128546,0.193860226,1.775869294,0.069603528,0.156340193,0.292452388,0.465059155,0.33071084,1.004300673,1.398255802,-1.896866683,-0.382118991,-0.325030108,-1.039803432,-2.093557338,-0.618336435,0.642591832,-0.280767456,0.272081696,0.685531067,1.127797703,0.183524041,-0.745456033,-0.034254642,0.045032364,0.70524066,-1.348101212,0.775661662,0.352962981
Q3SYC2,0.841416066,0.276744753,-1.504734888,0.727085821,-1.393436646,-0.329947787,-0.628523821,0.380948178,0.407623159,0.619333406,-0.364176332,0.02854136,0.763144714,-2.033741234,0.321407849,0.478745983,-0.145760569,0.489820215,-1.5446741,-1.580568865,-2.200822315,1.052124981,0.49359467,-1.415205199,0.760069861,-1.751830372,0.730560892,-0.483432003,1.356128803,0.97311699,0.584782638
Q3YEC7,2.11454722,-0.126981242,-0.056060776,0.535092235,-0.215987021,-1.39234132,1.196566565,1.189344284,0.366804831,0.441726529,0.201494884,1.42082432,-0.04391221,-0.870564011,0.526910158,0.74766063,0.957109795,0.437211265,-0.020033354,-1.098502434,-0.3560855,-0.155866394,-1.352721348,-2.480171769,-1.094906464,0.59058429,-1.643239156,-0.236333195,0.042774706,-0.332913209,0.673052924
Q3ZAQ7,-1.334026155,-1.158973615,1.044576413,-0.480576859,1.432003558,0.260115454,-1.418606008,1.996190197,2.530661901,2.437883363,0.742089071,-0.446751587,0.625112808,-1.205143813,-0.445642644,-0.700478203,0.312163676,-0.29856106,-0.185955658,1.757163251,-0.176020816,-0.080224472,-2.032038515,1.098910711,-0.924518234,-1.607153429,-0.943505402,-2.10833826,0.29844345,-0.069822488,0.232348915
Q3ZCM7,0.079819541,-0.558960967,-0.509483184,1.813950422,1.099378895,-0.94906136,-0.121135891,0.35382534,0.666083577,-0.044466356,0.210080901,-0.461203411,0.907589635,-0.181241706,-0.354459619,-0.257235702,0.417867876,0.503865773,0.730609438,-3.577634711,0.459994269,-0.340806327,0.471599027,-0.087965752,0.024668774,1.632514964,0.311882906,-0.08726747,-0.771413408,0.88411269,0.708185056
Q3ZCW2,0.669981626,-0.53689709,-1.496469149,0.947912058,-0.234041468,-0.139124972,0.282078807,0.512015944,0.758884965,2.020132137,-0.773468095,0.113947132,1.799726514,0.319182341,-0.139860281,-0.58976247,-0.689591569,-0.979911621,1.625793686,1.097088651,-1.561881859,1.583092416,-0.222878718,-0.048202542,-2.268146572,-1.046725963,0.936110492,-0.098452217,-0.608872559,0.366078507,1.445829959
Q460N5,0.567742909,2.015725842,-0.069051388,0.006585105,0.106320522,-0.02311194,0.317479192,-0.036348481,-0.35376791,-0.565080424,0.059725536,0.791209708,0.285025126,3.016396866,-1.673429579,0.122345813,-0.305507493,-1.211677264,-0.094886046,-1.572222899,2.116245533,0.898693597,0.179491757,-0.573612415,0.272454985,-0.379443416,-1.434636531,-0.169690491,-1.762020469,-0.370186856,0.091931273
Q494V2,-0.871270477,0.400109113,0.148836483,0.941118451,0.337111461,-0.727965202,-0.430132786,0.547348698,-0.66657886,1.657207358,0.203573289,-0.596001095,-0.208613454,-1.42251421,1.028119047,-0.11533727,0.294644385,-0.001523845,-1.250946393,0.940502422,0.941430477,-0.672256946,-0.642739853,0.525997589,-1.372125252,0.328413776,1.798622177,-0.001068096,0.195169722,-0.277096347,-1.584230914
Q495G5,-0.298963286,1.642307504,-0.528970591,3.21996456,-0.729351527,-0.438087678,-0.277234555,-0.123305605,-0.043212288,0.016284265,-0.690158944,-0.463437722,-0.360966586,-0.72136287,-0.242288521,-0.220370797,-0.429119571,-0.16419376,0.599529905,-0.298578768,-1.078253762,0.059708304,-1.064732845,0.715360247,-1.153803857,3.451866507,-1.620680166,0.379059571,0.094921092,0.120687069,0.458213364
